scaffoldId	begin	end	strand	desc	old_locus_tag	new_locus_tag
NC_008314.1	2343788	2344909	+	gene	H16_B2084	H16_RS29125
NC_008314.1	2345143	2348451	-	gene	H16_B2085	H16_RS29130
NC_008314.1	2348551	2349204	-	gene	H16_B2086	H16_RS29135
NC_008314.1	2349442	2350083	-	gene	H16_B2087	H16_RS29140
NC_008314.1	2350218	2353547	-	gene	H16_B2088	H16_RS29145
NC_008314.1	2353895	2354404	-	gene	H16_B2089	H16_RS33805
NC_008314.1	2354474	2357044	-	gene	H16_B2090	H16_RS29155
NC_008314.1	2357161	2357931	-	gene	H16_B2091	H16_RS29160
NC_008314.1	2358033	2358587	-	gene	H16_B2092	H16_RS29165
NC_008314.1	2359004	2360452	-	gene	H16_B2093	H16_RS29170
NC_008314.1	2360449	2361171	-	gene	H16_B2094	H16_RS29175
NC_008314.1	2361421	2363391	+	gene	H16_B2095	H16_RS29180
NC_008314.1	2363560	2365347	-	gene	H16_B2096	H16_RS29185
NC_008314.1	2365469	2366893	-	gene	H16_B2097	H16_RS29190
NC_008314.1	2367011	2368129	-	gene	H16_B2098	H16_RS29195
NC_008314.1	2368105	2368728	-	gene	H16_B2099	H16_RS29200
NC_008314.1	2369006	2371852	+	gene	H16_B2100	H16_RS29205
NC_008314.1	2371912	2372931	+	gene	H16_B2101	H16_RS29210
NC_008314.1	2372943	2373368	+	gene	H16_B2102	H16_RS29215
NC_008314.1	2373862	2374963	-	pseudogene	NA	H16_RS29220
NC_008314.1	2375280	2375675	-	gene	H16_B2106	H16_RS34635
NC_008314.1	2375672	2380429	-	gene	H16_B2107	H16_RS29225
NC_008314.1	2380471	2383425	-	gene	H16_B2108	H16_RS29230
NC_008314.1	2383923	2386121	-	gene	H16_B2109	H16_RS29235
NC_008314.1	2386435	2387055	+	gene	H16_B2110	H16_RS29240
NC_008314.1	2387130	2387288	-	pseudogene	H16_B2111	H16_RS34640
NC_008314.1	2387295	2387987	+	gene	H16_B2112	H16_RS29250
NC_008314.1	2387998	2388819	-	gene	H16_B2113	H16_RS29255
NC_008314.1	2388831	2390003	-	gene	H16_B2114	H16_RS29260
NC_008314.1	2390129	2391106	+	gene	H16_B2115	H16_RS29265
NC_008314.1	2391214	2392197	+	gene	H16_B2116	H16_RS29270
NC_008314.1	2392207	2393604	-	gene	H16_B2117	H16_RS29275
NC_008314.1	2393601	2395019	-	gene	H16_B2118	H16_RS29280
NC_008314.1	2395016	2395732	-	gene	H16_B2119	H16_RS29285
NC_008314.1	2395754	2397865	-	gene	H16_B2120	H16_RS29290
NC_008314.1	2398004	2398411	-	gene	H16_B2121	H16_RS29295
NC_008314.1	2398620	2399777	+	gene	H16_B2122	H16_RS29300
NC_008314.1	2399872	2401209	-	gene	H16_B2123	H16_RS29305
NC_008314.1	2401235	2402740	-	gene	H16_B2124	H16_RS29310
NC_008314.1	2402768	2403757	-	gene	H16_B2125	H16_RS29315
NC_008314.1	2403929	2405284	-	gene	H16_B2126	H16_RS29320
NC_008314.1	2405274	2405468	-	gene	NA	H16_RS29325
NC_008314.1	2405472	2406797	-	gene	H16_B2127	H16_RS29330
NC_008314.1	2406979	2408067	-	gene	H16_B2128	H16_RS29335
NC_008314.1	2408303	2409424	+	gene	H16_B2129	H16_RS29340
NC_008314.1	2409453	2410919	+	gene	H16_B2130	H16_RS29345
NC_008314.1	2411005	2412741	+	gene	H16_B2131	H16_RS29350
NC_008314.1	2412911	2413801	+	gene	H16_B2132	H16_RS29355
NC_008314.1	2413841	2414143	+	gene	H16_B2133	H16_RS29360
NC_008314.1	2414487	2416130	+	gene	H16_B2134	H16_RS29365
NC_008314.1	2416210	2417163	+	gene	H16_B2135	H16_RS29370
NC_008314.1	2417267	2417731	+	gene	H16_B2136	H16_RS29375
NC_008314.1	2417712	2418068	+	gene	H16_B2137	H16_RS29380
NC_008314.1	2418176	2419390	+	gene	H16_B2138	H16_RS29385
NC_008314.1	2419401	2420093	+	gene	H16_B2139	H16_RS29390
NC_008314.1	2420100	2421254	+	gene	H16_B2140	H16_RS29395
NC_008314.1	2421270	2422436	+	gene	H16_B2141	H16_RS29400
NC_008314.1	2422676	2423866	+	gene	H16_B2142	H16_RS29405
NC_008314.1	2423868	2425430	+	gene	H16_B2143	H16_RS29410
NC_008314.1	2425453	2426262	-	gene	H16_B2144	H16_RS29415
NC_008314.1	2426250	2426483	-	gene	H16_B2145	H16_RS29420
NC_008314.1	2426637	2427122	+	gene	H16_B2146	H16_RS29425
NC_008314.1	2427333	2428403	-	gene	H16_B2147	H16_RS29430
NC_008314.1	2428714	2431294	+	pseudogene	H16_B2148	H16_RS29435
NC_008314.1	2431324	2432646	-	gene	H16_B2149	H16_RS29440
NC_008314.1	2432660	2434246	-	gene	H16_B2150	H16_RS29445
NC_008314.1	2434445	2435368	+	gene	H16_B2151	H16_RS29450
NC_008314.1	2435352	2436116	+	gene	H16_B2152	H16_RS29455
NC_008314.1	2436375	2436995	+	gene	H16_B2153	H16_RS29460
NC_008314.1	2437259	2437807	-	gene	H16_B2154	H16_RS29465
NC_008314.1	2438108	2439070	-	gene	H16_B2155	H16_RS29470
NC_008314.1	2439116	2439895	-	gene	H16_B2156	H16_RS29475
NC_008314.1	2439888	2441045	-	gene	H16_B2157	H16_RS29480
NC_008314.1	2441042	2442181	-	gene	H16_B2158	H16_RS29485
NC_008314.1	2442287	2443477	+	gene	H16_B2159	H16_RS29490
NC_008314.1	2443578	2446991	+	gene	H16_B2160	H16_RS29495
NC_008314.1	2447056	2448174	-	gene	H16_B2161	H16_RS29500
NC_008314.1	2448185	2448988	-	gene	H16_B2162	H16_RS29505
NC_008314.1	2449092	2449994	+	gene	H16_B2163	H16_RS29510
NC_008314.1	2450103	2451212	+	gene	H16_B2164	H16_RS29515
NC_008314.1	2451528	2452907	+	gene	H16_B2165	H16_RS29520
NC_008314.1	2453123	2453977	+	gene	H16_B2166	H16_RS29525
NC_008314.1	2453987	2455129	+	gene	H16_B2167	H16_RS29530
NC_008314.1	2455145	2456152	-	gene	H16_B2168	H16_RS29535
NC_008314.1	2456361	2457374	+	gene	H16_B2169	H16_RS29540
NC_008314.1	2457396	2458565	+	gene	H16_B2170	H16_RS29545
NC_008314.1	2458577	2459683	+	pseudogene	H16_B2171	H16_RS29550
NC_008314.1	2459926	2461350	+	gene	H16_B2172	H16_RS29555
NC_008314.1	2461389	2462192	+	gene	H16_B2173	H16_RS29560
NC_008314.1	2462202	2463206	+	gene	H16_B2174	H16_RS29565
NC_008314.1	2463220	2463864	-	gene	H16_B2175	H16_RS29570
NC_008314.1	2464036	2466672	+	gene	H16_B2176	H16_RS29575
NC_008314.1	2466713	2467507	+	gene	H16_B2177	H16_RS29580
NC_008314.1	2467517	2467951	-	gene	H16_B2178	H16_RS29585
NC_008314.1	2468169	2469497	+	gene	H16_B2179	H16_RS29590
NC_008314.1	2469559	2469930	+	gene	H16_B2180	H16_RS29595
NC_008314.1	2469946	2470458	+	gene	H16_B2181	H16_RS29600
NC_008314.1	2470471	2471403	-	gene	H16_B2182	H16_RS29605
NC_008314.1	2471404	2471790	-	gene	H16_B2183	H16_RS29610
NC_008314.1	2471826	2472824	-	gene	H16_B2184	H16_RS29615
NC_008314.1	2472851	2474695	-	gene	H16_B2185	H16_RS29620
NC_008314.1	2474861	2475556	+	gene	H16_B2186	H16_RS29625
NC_008314.1	2475553	2476932	+	gene	H16_B2187	H16_RS29630
NC_008314.1	2476922	2477968	-	gene	H16_B2188	H16_RS29635
NC_008314.1	2478113	2479297	+	gene	H16_B2189	H16_RS29640
NC_008314.1	2479340	2479954	-	gene	H16_B2190	H16_RS29645
NC_008314.1	2480105	2481499	+	gene	H16_B2191	H16_RS29650
NC_008314.1	2481515	2482423	+	gene	H16_B2192	H16_RS29655
NC_008314.1	2482411	2483103	+	gene	H16_B2193	H16_RS29660
NC_008314.1	2483105	2484460	+	gene	H16_B2194	H16_RS29665
NC_008314.1	2484642	2487065	-	gene	H16_B2195	H16_RS29670
NC_008314.1	2487040	2488731	-	gene	H16_B2196	H16_RS29675
NC_008314.1	2488724	2489452	-	gene	H16_B2197	H16_RS29680
NC_008314.1	2489763	2491133	-	gene	H16_B2198	H16_RS29685
NC_008314.1	2491136	2492734	-	gene	H16_B2199	H16_RS29690
NC_008314.1	2492731	2493717	-	gene	H16_B2200	H16_RS29695
NC_008314.1	2493710	2495149	-	gene	H16_B2201	H16_RS29700
NC_008314.1	2495216	2495782	-	gene	H16_B2202	H16_RS29705
NC_008314.1	2495842	2499936	-	gene	H16_B2203	H16_RS29710
NC_008314.1	2499899	2502778	-	gene	H16_B2204	H16_RS29715
NC_008314.1	2503821	2504024	+	gene	H16_B2205	H16_RS29720
NC_008314.1	2504253	2505122	+	gene	H16_B2206	H16_RS29725
NC_008314.1	2505182	2507200	+	gene	H16_B2207	H16_RS29730
NC_008314.1	2507197	2507883	+	gene	H16_B2208	H16_RS29735
NC_008314.1	2507927	2509183	-	gene	H16_B2209	H16_RS29740
NC_008314.1	2509356	2510555	+	gene	H16_B2210	H16_RS29745
NC_008314.1	2510552	2511427	+	gene	H16_B2211	H16_RS29750
NC_008314.1	2511433	2512686	-	gene	H16_B2212	H16_RS29755
NC_008314.1	2512899	2513648	-	gene	H16_B2213	H16_RS29760
NC_008314.1	2514063	2514329	+	gene	H16_B2214	H16_RS29765
NC_008314.1	2514490	2514858	+	gene	H16_B2215	H16_RS29770
NC_008314.1	2514861	2515631	-	gene	H16_B2216	H16_RS29775
NC_008314.1	2515699	2516580	-	gene	H16_B2217	H16_RS29780
NC_008314.1	2516597	2517433	-	gene	H16_B2218	H16_RS29785
NC_008314.1	2517436	2518446	-	gene	H16_B2219	H16_RS29790
NC_008314.1	2518527	2519456	-	gene	H16_B2220	H16_RS29795
NC_008314.1	2519608	2520195	-	gene	H16_B2221	H16_RS29800
NC_008314.1	2520182	2521423	-	gene	H16_B2222	H16_RS29805
NC_008314.1	2521639	2522768	+	pseudogene	H16_B2223	H16_RS29810
NC_008314.1	2522773	2523609	+	gene	H16_B2224	H16_RS29815
NC_008314.1	2523622	2524419	+	gene	H16_B2225	H16_RS29820
NC_008314.1	2524453	2525248	+	pseudogene	H16_B2226	H16_RS29825
NC_008314.1	2525280	2526242	+	gene	H16_B2227	H16_RS29830
NC_008314.1	2526274	2527647	+	gene	H16_B2228	H16_RS29835
NC_008314.1	2527878	2529152	+	gene	H16_B2229	H16_RS29840
NC_008314.1	2529258	2530217	-	gene	H16_B2230	H16_RS29845
NC_008314.1	2530500	2530856	-	gene	H16_B2231	H16_RS29850
NC_008314.1	2531040	2531861	+	gene	H16_B2232	H16_RS29855
NC_008314.1	2532117	2533202	+	gene	H16_B2233	H16_RS29860
NC_008314.1	2533248	2534225	+	gene	H16_B2234	H16_RS29865
NC_008314.1	2534260	2535378	+	gene	H16_B2235	H16_RS29870
NC_008314.1	2535594	2535788	+	gene	H16_B2236	H16_RS29875
NC_008314.1	2535790	2537475	-	gene	H16_B2237	H16_RS29880
NC_008314.1	2537687	2538124	+	gene	H16_B2238	H16_RS29885
NC_008314.1	2538217	2538873	+	gene	H16_B2239	H16_RS29890
NC_008314.1	2539150	2540118	-	gene	H16_B2240	H16_RS29895
NC_008314.1	2540405	2541214	+	gene	H16_B2241	H16_RS29900
NC_008314.1	2541211	2542980	+	gene	H16_B2242	H16_RS29905
NC_008314.1	2542994	2543239	+	gene	H16_B2243	H16_RS29910
NC_008314.1	2543280	2544701	+	gene	H16_B2244	H16_RS29915
NC_008314.1	2544716	2545561	+	gene	H16_B2245	H16_RS29920
NC_008314.1	2545558	2546364	+	gene	H16_B2246	H16_RS29925
NC_008314.1	2546389	2547387	+	gene	H16_B2247	H16_RS29930
NC_008314.1	2547396	2547659	+	gene	H16_B2248	H16_RS29935
NC_008314.1	2547668	2547928	-	gene	H16_B2249	H16_RS29940
NC_008314.1	2547956	2549113	-	gene	H16_B2250	H16_RS29945
NC_008314.1	2549338	2549523	+	gene	H16_B2251	H16_RS29950
NC_008314.1	2549691	2550314	+	gene	H16_B2252	H16_RS29955
NC_008314.1	2550329	2550535	-	gene	H16_B2253	H16_RS29960
NC_008314.1	2551002	2552396	+	gene	H16_B2254	H16_RS29965
NC_008314.1	2552577	2552987	-	gene	H16_B2255	H16_RS29970
NC_008314.1	2553271	2553579	+	gene	H16_B2256	H16_RS29975
NC_008314.1	2553655	2554188	-	gene	H16_B2257	H16_RS29980
NC_008314.1	2554737	2555732	+	gene	H16_B2258	H16_RS29985
NC_008314.1	2555744	2556664	-	gene	H16_B2259	H16_RS29990
NC_008314.1	2556773	2558011	+	gene	H16_B2260	H16_RS29995
NC_008314.1	2558090	2558494	-	gene	H16_B2261	H16_RS34645
NC_008314.1	2558598	2559824	-	gene	H16_B2262	H16_RS30000
NC_008314.1	2560078	2561364	+	gene	H16_B2263	H16_RS30005
NC_008314.1	2561406	2562791	+	gene	H16_B2264	H16_RS30010
NC_008314.1	2562989	2566726	+	gene	H16_B2265	H16_RS30015
NC_008314.1	2566723	2568273	+	gene	H16_B2266	H16_RS30020
NC_008314.1	2568303	2568977	+	gene	H16_B2267	H16_RS30025
NC_008314.1	2569090	2569773	+	gene	H16_B2268	H16_RS30030
NC_008314.1	2569802	2570554	+	gene	H16_B2269	H16_RS30035
NC_008314.1	2570570	2571277	+	gene	H16_B2270	H16_RS30040
NC_008314.1	2571282	2571839	+	gene	H16_B2271	H16_RS30045
NC_008314.1	2571805	2572413	-	gene	H16_B2272	H16_RS30050
NC_008314.1	2572495	2573421	-	gene	H16_B2273	H16_RS30055
NC_008314.1	2573524	2574486	+	gene	H16_B2274	H16_RS30060
NC_008314.1	2574507	2575925	+	gene	H16_B2275	H16_RS30065
NC_008314.1	2575918	2576562	+	gene	H16_B2276	H16_RS30070
NC_008314.1	2576786	2578450	+	gene	H16_B2277	H16_RS30075
NC_008314.1	2578463	2578825	+	gene	H16_B2278	H16_RS30080
NC_008314.1	2578765	2580000	+	gene	H16_B2279	H16_RS30085
NC_008314.1	2580010	2580999	+	gene	H16_B2280	H16_RS30090
NC_008314.1	2580996	2581460	+	gene	H16_B2281	H16_RS35300
NC_008314.1	2581460	2581960	+	gene	H16_B2282	H16_RS35305
NC_008314.1	2581973	2583136	+	gene	H16_B2283	H16_RS30105
NC_008314.1	2583133	2584632	+	gene	H16_B2284	H16_RS30110
NC_008314.1	2584668	2585441	+	gene	H16_B2285	H16_RS30115
NC_008314.1	2585567	2586736	-	gene	H16_B2286	H16_RS30120
NC_008314.1	2586863	2587771	+	gene	H16_B2287	H16_RS30125
NC_008314.1	2587776	2588951	-	gene	H16_B2288	H16_RS30130
NC_008314.1	2589022	2590407	-	gene	H16_B2289	H16_RS30135
NC_008314.1	2590485	2591054	-	gene	H16_B2290	H16_RS30140
NC_008314.1	2591059	2591760	-	gene	H16_B2291	H16_RS30145
NC_008314.1	2591855	2592808	+	gene	H16_B2292	H16_RS30150
NC_008314.1	2592802	2594184	-	gene	H16_B2293	H16_RS30155
NC_008314.1	2594654	2594854	+	gene	H16_B2294	H16_RS30160
NC_008314.1	2594870	2596819	-	gene	H16_B2295	H16_RS30165
NC_008314.1	2597085	2598107	-	gene	H16_B2296	H16_RS30170
NC_008314.1	2598214	2599434	+	gene	H16_B2297	H16_RS30175
NC_008314.1	2599486	2601372	-	gene	H16_B2298	H16_RS30180
NC_008314.1	2601382	2602056	-	gene	H16_B2299	H16_RS30185
NC_008314.1	2602447	2603061	+	gene	H16_B2300	H16_RS30190
NC_008314.1	2603045	2603533	+	gene	H16_B2301	H16_RS30195
NC_008314.1	2603608	2604396	+	gene	H16_B2302	H16_RS30200
NC_008314.1	2604405	2605790	+	gene	H16_B2303	H16_RS33810
NC_008314.1	2605930	2606550	+	gene	H16_B2304	H16_RS30210
NC_008314.1	2606849	2607784	+	gene	H16_B2305	H16_RS30215
NC_008314.1	2607821	2608747	-	gene	H16_B2306	H16_RS30220
NC_008314.1	2608866	2610320	+	gene	H16_B2307	H16_RS30225
NC_008314.1	2610401	2611390	+	gene	H16_B2308	H16_RS30230
NC_008314.1	2611424	2611876	-	gene	H16_B2309	H16_RS30235
NC_008314.1	2611873	2613012	-	gene	H16_B2310	H16_RS30240
NC_008314.1	2613152	2614477	-	gene	H16_B2311	H16_RS30245
NC_008314.1	2614482	2616677	-	gene	H16_B2312	H16_RS30250
NC_008314.1	2616842	2623945	-	gene	H16_B2313	H16_RS30255
NC_008314.1	2624135	2625001	-	gene	H16_B2314	H16_RS30260
NC_008314.1	2625553	2626329	-	gene	H16_B2315	H16_RS30265
NC_008314.1	2626417	2627310	+	gene	H16_B2316	H16_RS30270
NC_008314.1	2627416	2627802	+	gene	H16_B2317	H16_RS30275
NC_008314.1	2627943	2628368	-	gene	H16_B2318	H16_RS30280
NC_008314.1	2628569	2629084	+	gene	H16_B2319	H16_RS30285
NC_008314.1	2629047	2629424	-	gene	H16_B2320	H16_RS30290
NC_008314.1	2629642	2630016	+	gene	H16_B2321	H16_RS30295
NC_008314.1	2630149	2630808	+	gene	H16_B2322	H16_RS30300
NC_008314.1	2630886	2633174	-	gene	H16_B2323	H16_RS30305
NC_008314.1	2633209	2633916	-	gene	H16_B2324	H16_RS30310
NC_008314.1	2634068	2635633	+	gene	H16_B2325	H16_RS30315
NC_008314.1	2635779	2636207	+	gene	H16_B2326	H16_RS30320
NC_008314.1	2636417	2637991	+	gene	H16_B2327	H16_RS30325
NC_008314.1	2638001	2638465	-	gene	H16_B2328	H16_RS30330
NC_008314.1	2638462	2639370	-	gene	H16_B2329	H16_RS30335
NC_008314.1	2639442	2640395	-	gene	H16_B2330	H16_RS30340
NC_008314.1	2640756	2641913	+	gene	H16_B2331	H16_RS30345
NC_008314.1	2642002	2643300	-	gene	H16_B2332	H16_RS30350
NC_008314.1	2643643	2645667	+	gene	H16_B2333	H16_RS30355
NC_008314.1	2645664	2646320	+	gene	H16_B2334	H16_RS30360
NC_008314.1	2646521	2646679	+	gene	H16_B2335	H16_RS34655
NC_008314.1	2646839	2647027	+	gene	H16_B2336	H16_RS30365
NC_008314.1	2647105	2647824	-	gene	H16_B2337	H16_RS30370
NC_008314.1	2647808	2648242	-	gene	H16_B2338	H16_RS30375
NC_008314.1	2648415	2649272	-	gene	H16_B2339	H16_RS30380
NC_008314.1	2649597	2650664	+	gene	H16_B2340	H16_RS30385
NC_008314.1	2650672	2651307	+	gene	H16_B2341	H16_RS30390
NC_008314.1	2651355	2652221	-	gene	H16_B2342	H16_RS30395
NC_008314.1	2652208	2653401	-	gene	H16_B2343	H16_RS30400
NC_008314.1	2653456	2654025	-	gene	H16_B2344	H16_RS30405
NC_008314.1	2654547	2655020	-	gene	H16_B2345	H16_RS30410
NC_008314.1	2655107	2655481	-	gene	H16_B2346	H16_RS30415
NC_008314.1	2655683	2656462	-	gene	H16_B2347	H16_RS30420
NC_008314.1	2656630	2658030	-	gene	H16_B2348	H16_RS30425
NC_008314.1	2658387	2659448	+	gene	H16_B2349	H16_RS30430
NC_008314.1	2659433	2661439	-	gene	H16_B2350	H16_RS30435
NC_008314.1	2661598	2662605	-	gene	H16_B2351	H16_RS30440
NC_008314.1	2662859	2665591	+	gene	H16_B2352	H16_RS30445
NC_008314.1	2665733	2666128	+	gene	H16_B2353	H16_RS30450
NC_008314.1	2666432	2668441	+	gene	H16_B2354	H16_RS30455
NC_008314.1	2668656	2669675	+	gene	H16_B2355	H16_RS30460
NC_008314.1	2669758	2670198	-	gene	H16_B2356	H16_RS30465
NC_008314.1	2670486	2670746	-	gene	H16_B2357	H16_RS30470
NC_008314.1	2671040	2671939	+	gene	H16_B2358	H16_RS30475
NC_008314.1	2672670	2672996	+	gene	H16_B2359	H16_RS30480
NC_008314.1	2673212	2674519	+	gene	H16_B2360	H16_RS30485
NC_008314.1	2674657	2675034	+	gene	H16_B2361	H16_RS30490
NC_008314.1	2675068	2676474	+	gene	H16_B2362	H16_RS30495
NC_008314.1	2676513	2676932	+	gene	H16_B2363	H16_RS30500
NC_008314.1	2676934	2677275	+	gene	H16_B2364	H16_RS30505
NC_008314.1	2677346	2678671	+	gene	H16_B2365	H16_RS30510
NC_008314.1	2678668	2678961	+	gene	H16_B2366	H16_RS30515
NC_008314.1	2679046	2679369	-	gene	H16_B2367	H16_RS30520
NC_008314.1	2679777	2681507	+	gene	H16_B2368	H16_RS30525
NC_008314.1	2681494	2682504	+	gene	H16_B2369	H16_RS30530
NC_008314.1	2682491	2683309	+	gene	H16_B2370	H16_RS30535
NC_008314.1	2683302	2684777	+	gene	H16_B2371	H16_RS30540
NC_008314.1	2684755	2685213	+	gene	H16_B2372	H16_RS30545
NC_008314.1	2685239	2686657	+	gene	H16_B2373	H16_RS30550
NC_008314.1	2686857	2687033	+	gene	H16_B2374	H16_RS30555
NC_008314.1	2687084	2687500	+	gene	H16_B2375	H16_RS30560
NC_008314.1	2687531	2688193	+	gene	H16_B2376	H16_RS30565
NC_008314.1	2688278	2688766	+	gene	H16_B2377	H16_RS30570
NC_008314.1	2688816	2689733	-	gene	H16_B2378	H16_RS30575
NC_008314.1	2690066	2691106	+	gene	H16_B2379	H16_RS30580
NC_008314.1	2691431	2692165	+	gene	H16_B2380	H16_RS30585
NC_008314.1	2692334	2692552	+	gene	H16_B2381	H16_RS30590
NC_008314.1	2692615	2694621	+	gene	H16_B2382	H16_RS30595
NC_008314.1	2694760	2695038	+	gene	H16_B2383	H16_RS30600
NC_008314.1	2695065	2696105	+	gene	H16_B2384	H16_RS30605
NC_008314.1	2696273	2697535	-	gene	H16_B2385	H16_RS30610
NC_008314.1	2697819	2698481	+	gene	H16_B2386	H16_RS33820
NC_008314.1	2698641	2699141	-	gene	H16_B2387	H16_RS30620
NC_008314.1	2700090	2700752	-	gene	H16_B2389	H16_RS34660
NC_008314.1	2701793	2703604	+	gene	H16_B2391	H16_RS30630
NC_008314.1	2703741	2704514	+	gene	H16_B2392	H16_RS30635
NC_008314.1	2704511	2704852	-	gene	H16_B2393	H16_RS30640
NC_008314.1	2705073	2705615	+	gene	H16_B2394	H16_RS35310
NC_008314.1	2705750	2706163	+	gene	H16_B2395	H16_RS30645
NC_008314.1	2706319	2706948	-	gene	H16_B2396	H16_RS30650
NC_008314.1	2707023	2707556	-	gene	H16_B2397	H16_RS30655
NC_008314.1	2707644	2709629	-	gene	H16_B2398	H16_RS30660
NC_008314.1	2709924	2710541	+	gene	H16_B2399	H16_RS30665
NC_008314.1	2710534	2710848	+	gene	H16_B2400	H16_RS30670
NC_008314.1	2711012	2712109	-	gene	H16_B2401	H16_RS30675
NC_008314.1	2712242	2712442	+	gene	H16_B2402	H16_RS30680
NC_008314.1	2712756	2713505	+	gene	H16_B2403	H16_RS30685
NC_008314.1	2713602	2714357	-	gene	H16_B2404	H16_RS30690
NC_008314.1	2714370	2714726	-	gene	H16_B2405	H16_RS30695
NC_008314.1	2714754	2715878	-	gene	H16_B2406	H16_RS30700
NC_008314.1	2716034	2719210	-	gene	H16_B2407	H16_RS30705
NC_008314.1	2719224	2720498	-	gene	H16_B2408	H16_RS30710
NC_008314.1	2720515	2721786	-	gene	H16_B2409	H16_RS30715
NC_008314.1	2721884	2722258	-	gene	H16_B2410	H16_RS30720
NC_008314.1	2722544	2722888	+	gene	H16_B2411	H16_RS30725
NC_008314.1	2722941	2723147	-	gene	H16_B2412	H16_RS30730
NC_008314.1	2723190	2723783	-	gene	H16_B2413	H16_RS30735
NC_008314.1	2723870	2725033	-	gene	H16_B2414	H16_RS30740
NC_008314.1	2725094	2726191	-	gene	H16_B2415	H16_RS30745
NC_008314.1	2726176	2730294	-	gene	H16_B2416	H16_RS30750
NC_008314.1	2730332	2731084	-	gene	H16_B2417	H16_RS30755
NC_008314.1	2731111	2732439	-	gene	H16_B2418	H16_RS30760
NC_008314.1	2732485	2732988	-	gene	H16_B2419	H16_RS30765
NC_008314.1	2733018	2734472	-	gene	H16_B2420	H16_RS30770
NC_008314.1	2734469	2735170	-	gene	H16_B2421	H16_RS30775
NC_008314.1	2735203	2736477	-	gene	H16_B2422	H16_RS30780
NC_008314.1	2736534	2737523	-	gene	H16_B2423	H16_RS30785
NC_008314.1	2737527	2737787	-	gene	H16_B2424	H16_RS30790
NC_008314.1	2737805	2738191	-	gene	H16_B2425	H16_RS30795
NC_008314.1	2738194	2738856	-	gene	H16_B2426	H16_RS30800
NC_008314.1	2738915	2740813	-	gene	H16_B2427	H16_RS30805
NC_008314.1	2740820	2743540	-	gene	H16_B2428	H16_RS30810
NC_008314.1	2743552	2744598	-	gene	H16_B2429	H16_RS30815
NC_008314.1	2744553	2746328	-	gene	H16_B2430	H16_RS30820
NC_008314.1	2746321	2746776	-	gene	H16_B2431	H16_RS30825
NC_008314.1	2746789	2747313	-	gene	H16_B2432	H16_RS30830
NC_008314.1	2747374	2748885	-	gene	H16_B2433	H16_RS30835
NC_008314.1	2748949	2749485	-	gene	H16_B2434	H16_RS30840
NC_008314.1	2750288	2750995	+	gene	H16_B2435	H16_RS30845
NC_008314.1	2751281	2751637	+	gene	H16_B2436	H16_RS30850
NC_008314.1	2751899	2752792	+	gene	H16_B2437	H16_RS30855
NC_008314.1	2752996	2754228	+	gene	H16_B2438	H16_RS30860
NC_008314.1	2754334	2755311	+	gene	H16_B2439	H16_RS30865
NC_008314.1	2755733	2759461	+	gene	H16_B2440	H16_RS30870
NC_008314.1	2759659	2760636	+	gene	H16_B2441	H16_RS30875
NC_008314.1	2760699	2761424	-	gene	H16_B2442	H16_RS30880
NC_008314.1	2761427	2762413	-	gene	H16_B2443	H16_RS30885
NC_008314.1	2762490	2763914	-	gene	H16_B2444	H16_RS30890
NC_008314.1	2764060	2765187	-	gene	H16_B2445	H16_RS30895
NC_008314.1	2765467	2766804	+	gene	H16_B2446	H16_RS30900
NC_008314.1	2766806	2767438	+	gene	H16_B2447	H16_RS30905
NC_008314.1	2767709	2768626	-	gene	H16_B2448	H16_RS30910
NC_008314.1	2768623	2769405	-	gene	H16_B2449	H16_RS30915
NC_008314.1	2769459	2770448	-	gene	H16_B2450	H16_RS30920
NC_008314.1	2770922	2772040	+	gene	H16_B2451	H16_RS30925
NC_008314.1	2772122	2773786	+	gene	H16_B2452	H16_RS30930
NC_008314.1	2773783	2775108	+	gene	H16_B2453	H16_RS30935
NC_008314.1	2775318	2776625	-	gene	H16_B2454	H16_RS30940
NC_008314.1	2776688	2777236	-	gene	H16_B2455	H16_RS30945
NC_008314.1	2777496	2778158	+	gene	H16_B2456	H16_RS30950
NC_008314.1	2778217	2778990	-	gene	H16_B2457	H16_RS30955
NC_008314.1	2779044	2780171	-	gene	H16_B2458	H16_RS30960
NC_008314.1	2780269	2781252	+	gene	H16_B2459	H16_RS30965
NC_008314.1	2781306	2782331	-	gene	H16_B2460	H16_RS30970
NC_008314.1	2782447	2782872	-	gene	H16_B2461	H16_RS34665
NC_008314.1	2782936	2784138	-	gene	H16_B2462	H16_RS30975
NC_008314.1	2784135	2786189	-	gene	H16_B2463	H16_RS30980
NC_008314.1	2786195	2787097	-	gene	H16_B2464	H16_RS30985
NC_008314.1	2787099	2788016	-	gene	H16_B2465	H16_RS30990
NC_008314.1	2788038	2789597	-	gene	H16_B2466	H16_RS30995
NC_008314.1	2789791	2790480	+	gene	H16_B2467	H16_RS31000
NC_008314.1	2790512	2791018	+	gene	H16_B2468	H16_RS31005
NC_008314.1	2791048	2791980	-	gene	H16_B2469	H16_RS31010
NC_008314.1	2792052	2793137	-	gene	H16_B2470	H16_RS31015
NC_008314.1	2793226	2794896	-	gene	H16_B2471	H16_RS31020
NC_008314.1	2795307	2796842	+	gene	H16_B2472	H16_RS31025
NC_008314.1	2796923	2798599	+	gene	H16_B2473	H16_RS31030
